2039.22	3.37478	0
2078.43	3.373	0
2156.86	3.37003	0
2215.69	3.36766	0
2235.29	3.36469	0
2313.73	3.36291	0
2372.55	3.35994	0
2431.37	3.35875	0
2490.2	3.35757	0
2549.02	3.35579	0
2607.84	3.35341	0
2686.27	3.35223	0
2764.71	3.35104	0
2803.92	3.34926	0
2862.75	3.34807	0
2921.57	3.34688	0
3000	3.34629	0
3058.82	3.34451	0
3137.25	3.34392	0
3235.29	3.34214	0
3333.33	3.34036	0
3411.76	3.33976	0
3509.8	3.33917	0
3607.84	3.33798	0
3705.88	3.33739	0
3803.92	3.3368	0
3901.96	3.33501	0
4000	3.33501	0
4098.04	3.33383	0
4196.08	3.33323	0
4294.12	3.33264	0
4392.16	3.33205	0
4490.2	3.33145	0
4588.24	3.33027	0
4686.27	3.32967	0
4784.31	3.32967	0
4882.35	3.32849	0
4980.39	3.32849	0
5078.43	3.32849	0
5176.47	3.32789	0
5274.51	3.32671	0
5372.55	3.3273	0
5470.59	3.32611	0
5568.63	3.32611	0
5666.67	3.32552	0
5764.71	3.32493	0
5862.75	3.32433	0
5960.78	3.32374	0
6058.82	3.32374	0
6156.86	3.32374	0
6254.9	3.32255	0
6352.94	3.32255	0
6450.98	3.32255	0
6549.02	3.32196	0
6647.06	3.32196	0
6745.1	3.32136	0
6843.14	3.32077	0
6941.18	3.32018	0
7039.22	3.32018	0
7137.25	3.31958	0
7235.29	3.31899	0
7333.33	3.31899	0
7431.37	3.3184	0
7529.41	3.3184	0
7627.45	3.3178	0
7725.49	3.3178	0
7823.53	3.31721	0
7921.57	3.31662	0
8019.61	3.31662	0
8117.65	3.31602	0
8215.69	3.31602	0
8313.73	3.31602	0
8411.76	3.31543	0
8509.8	3.31484	0
8607.84	3.31424	0
8705.88	3.31424	0
8803.92	3.31365	0
8901.96	3.31306	0
